txn_id,customer_id,txn_type,amount,txn_time,status
TXN0000039,CUST00203,ATM withdrawal,30574.32,2025-05-24 13:59:02,success
TXN0000040,CUST00203,deposit,46675.73,2025-10-08 05:28:02,success
TXN0000041,CUST00203,deposit,16576.05,2025-08-24 19:48:02,success
TXN0000042,CUST00203,deposit,43612.31,2025-09-29 22:15:02,success
TXN0000043,CUST00203,online fraud,57489.65,2025-01-12 09:53:02,failed
TXN0000044,CUST00203,ATM withdrawal,41280.7,2025-05-29 02:58:02,success
TXN0000045,CUST00203,deposit,38337.89,2025-07-26 19:38:02,success
TXN0000046,CUST00203,ATM withdrawal,35808.43,2025-01-08 04:05:02,success
TXN0000047,CUST00203,withdrawal,980.38,2025-10-10 05:25:02,success
TXN0000048,CUST00013,deposit,16529.54,2025-03-12 15:24:02,success
TXN0000049,CUST00013,online purchase,39940.68,2025-06-10 05:29:02,success
TXN0000050,CUST00013,withdrawal,42186.31,2025-02-24 16:21:02,success
TXN0000051,CUST00013,deposit,7460.56,2024-12-30 10:33:02,success
TXN0000052,CUST00013,withdrawal,22481.34,2024-12-29 12:18:02,success
TXN0000053,CUST00013,online purchase,20237.42,2025-08-01 03:41:02,success
TXN0000054,CUST00013,ATM withdrawal,17172.53,2024-12-20 01:42:02,success
TXN0000055,CUST00013,deposit,35421.85,2025-05-08 12:58:02,success
TXN0000056,CUST00013,ATM withdrawal,48708.32,2025-02-07 01:01:02,success
TXN0000057,CUST00013,deposit,22107.1,2025-01-16 21:40:02,failed
TXN0000058,CUST00013,online fraud,88342.66,2025-08-28 09:04:02,failed
TXN0000059,CUST00013,ATM withdrawal,8950.12,2024-12-27 05:48:02,success
TXN0000060,CUST00013,ATM withdrawal,22309.11,2024-11-18 21:48:02,success
TXN0000061,CUST00013,transfer,3541.6,2025-05-10 13:43:02,success
TXN0000062,CUST00013,online purchase,15436.88,2025-05-06 02:30:02,success
TXN0000063,CUST00013,transfer,40427.17,2025-09-01 00:28:02,success
TXN0000064,CUST00013,ATM withdrawal,37987.15,2025-08-08 12:20:02,success
TXN0000065,CUST00013,online purchase,29050.31,2025-02-24 04:11:02,success
TXN0000066,CUST00013,withdrawal,42608.07,2025-09-04 13:09:02,success
TXN0000067,CUST00013,deposit,21980.05,2025-07-16 03:57:02,success
TXN0000068,CUST00013,transfer,11291.59,2025-01-23 13:10:02,success
TXN0000069,CUST00424,online fraud,58769.46,2025-07-05 07:08:02,failed
TXN0000070,CUST00424,online purchase,35490.52,2025-01-20 23:37:02,success
TXN0000071,CUST00424,ATM withdrawal,46927.02,2025-07-16 23:55:02,success
TXN0000072,CUST00424,deposit,31516.38,2025-10-14 23:21:02,success
TXN0000073,CUST00424,withdrawal,15703.53,2025-11-01 21:43:02,success
TXN0000074,CUST00424,withdrawal,33578.07,2024-11-13 08:51:02,success
TXN0000075,CUST00424,online purchase,10976.74,2025-07-03 12:29:02,success
TXN0000076,CUST00424,transfer,31484.3,2025-05-17 02:04:02,success
TXN0000077,CUST00424,online fraud,176878.64,2024-12-08 04:47:02,failed
TXN0000078,CUST00330,transfer,858.38,2025-01-18 19:55:02,success
TXN0000079,CUST00330,online fraud,76574.13,2025-02-18 17:55:02,success
TXN0000080,CUST00330,ATM withdrawal,26577.44,2025-09-08 09:20:02,success
TXN0000081,CUST00330,withdrawal,46140.01,2025-08-09 06:15:02,success
TXN0000082,CUST00330,online fraud,73769.2,2025-06-11 16:18:02,failed
TXN0000083,CUST00330,withdrawal,36619.22,2025-05-17 09:59:02,success
TXN0000084,CUST00330,transfer,23621.16,2025-04-22 17:46:02,success
TXN0000085,CUST00330,withdrawal,13898.34,2024-11-18 12:22:02,success
TXN0000086,CUST00330,online purchase,43632.54,2025-09-23 12:50:02,success
TXN0000087,CUST00330,ATM withdrawal,6011.28,2025-08-19 14:36:02,success
TXN0000088,CUST00330,deposit,1149.76,2025-01-06 04:38:02,success
TXN0000089,CUST00330,online purchase,9564.08,2025-10-25 05:08:02,success
TXN0000090,CUST00330,online purchase,4833.89,2024-12-31 03:05:02,success
TXN0000091,CUST00330,withdrawal,40668.85,2025-05-14 22:48:02,success
TXN0000092,CUST00330,transfer,18445.84,2025-03-18 17:52:02,success
TXN0000093,CUST00330,deposit,36532.78,2025-11-02 01:26:02,success
TXN0000094,CUST00330,online fraud,141673.37,2025-07-25 22:06:02,failed
TXN0000095,CUST00330,online fraud,151271.64,2025-05-19 23:57:02,failed
TXN0000096,CUST00330,transfer,4531.86,2025-05-16 02:44:02,success
TXN0000097,CUST00330,online fraud,157711.66,2025-05-05 10:45:02,success
TXN0000098,CUST00330,ATM withdrawal,34408.22,2025-06-17 01:00:02,success
TXN0000099,CUST00330,transfer,28714.59,2025-09-20 11:46:02,failed
TXN0000100,CUST00330,transfer,20412.32,2025-02-13 14:11:02,failed
TXN0000101,CUST00330,withdrawal,28798.12,2025-05-29 15:45:02,success
TXN0000102,CUST00330,transfer,17427.24,2025-04-05 09:52:02,success
TXN0000103,CUST00330,deposit,30989.14,2025-06-07 00:04:02,success
TXN0000104,CUST00330,deposit,20216.91,2024-12-01 23:23:02,success
TXN0000105,CUST00251,ATM withdrawal,47472.09,2025-01-03 20:15:02,success
TXN0000106,CUST00251,online fraud,75821.86,2025-02-14 17:02:02,failed
TXN0000107,CUST00251,transfer,4771.71,2025-02-27 07:11:02,success
TXN0000108,CUST00251,transfer,28655.43,2024-12-11 21:03:02,success
TXN0000109,CUST00251,ATM withdrawal,20353.39,2025-03-04 14:04:02,success
TXN0000110,CUST00251,ATM withdrawal,23399.91,2025-01-27 17:59:02,success
TXN0000111,CUST00251,transfer,5642.69,2025-03-06 13:42:02,success
TXN0000112,CUST00251,online fraud,177699.67,2025-08-30 20:53:02,success
TXN0000113,CUST00251,transfer,26823.01,2024-11-15 14:22:02,success
TXN0000114,CUST00251,online fraud,178680.93,2025-05-17 02:08:02,failed
TXN0000115,CUST00251,transfer,41385.35,2025-05-13 00:21:02,success
TXN0000116,CUST00251,online purchase,35884.73,2025-06-20 16:07:02,success
TXN0000117,CUST00251,withdrawal,48660.08,2025-04-07 10:31:02,failed
TXN0000118,CUST00251,ATM withdrawal,11253.26,2025-01-14 07:54:02,success
TXN0000119,CUST00235,deposit,47322.95,2025-04-14 13:35:02,success
TXN0000120,CUST00235,online fraud,153164.29,2025-04-12 04:17:02,failed
TXN0000121,CUST00235,deposit,46050.86,2025-10-18 22:54:02,failed
TXN0000122,CUST00235,transfer,24643.86,2025-10-27 00:26:02,success
TXN0000123,CUST00235,online fraud,119346.93,2025-06-21 15:58:02,failed
TXN0000124,CUST00235,online purchase,9998.33,2025-06-30 14:58:02,success
TXN0000125,CUST00235,ATM withdrawal,20259.0,2025-04-29 06:27:02,success
TXN0000126,CUST00235,ATM withdrawal,41861.48,2025-04-03 06:26:02,success
TXN0000127,CUST00235,deposit,5640.7,2025-07-20 06:55:02,success
TXN0000128,CUST00235,transfer,2994.64,2025-03-22 19:23:02,success
TXN0000129,CUST00235,deposit,10933.42,2025-01-23 10:09:02,success
TXN0000130,CUST00235,online fraud,177579.25,2025-08-12 04:08:02,failed
TXN0000131,CUST00235,online fraud,88056.55,2025-06-14 08:07:02,failed
TXN0000132,CUST00235,withdrawal,3540.87,2025-01-08 02:17:02,success
TXN0000133,CUST00235,online fraud,137486.07,2025-02-12 21:04:02,failed
TXN0000134,CUST00142,online purchase,24945.31,2025-09-20 19:08:02,success
TXN0000135,CUST00142,deposit,41977.58,2025-08-15 03:56:02,success
TXN0000136,CUST00142,online purchase,6068.78,2025-07-19 10:25:02,success
TXN0000137,CUST00142,transfer,45284.25,2025-06-05 03:26:02,success
TXN0000138,CUST00142,online fraud,123472.89,2024-12-21 08:37:02,failed
TXN0000139,CUST00142,deposit,11613.38,2025-08-20 16:58:02,success
TXN0000140,CUST00142,online fraud,155758.12,2025-04-19 18:37:02,failed
TXN0000141,CUST00142,transfer,47215.4,2025-05-24 02:58:02,success
TXN0000142,CUST00142,withdrawal,28865.05,2024-11-28 22:20:02,success
TXN0000143,CUST00142,transfer,7656.31,2025-01-26 11:56:02,success
TXN0000144,CUST00142,deposit,11715.97,2025-10-13 18:56:02,success
TXN0000145,CUST00142,ATM withdrawal,38443.41,2024-12-23 15:27:02,success
TXN0000146,CUST00142,transfer,8997.11,2025-09-18 00:43:02,success
TXN0000147,CUST00142,online fraud,89909.96,2025-07-08 08:08:02,success
TXN0000148,CUST00142,deposit,24019.91,2025-02-27 04:39:02,success
TXN0000149,CUST00142,online purchase,21463.17,2025-11-01 00:13:02,success
TXN0000150,CUST00142,deposit,29190.89,2025-03-14 17:56:02,success
TXN0000151,CUST00142,online fraud,163541.12,2025-02-16 12:22:02,success
TXN0000152,CUST00142,ATM withdrawal,3676.17,2025-09-06 23:28:02,success
TXN0000153,CUST00142,online fraud,72216.28,2025-02-03 13:28:02,failed
TXN0000154,CUST00142,deposit,2233.28,2025-02-17 22:05:02,success
TXN0000155,CUST00142,deposit,20509.69,2025-05-11 00:01:02,success
TXN0000156,CUST00142,online purchase,44468.83,2025-06-05 22:23:02,success
TXN0000157,CUST00142,withdrawal,33858.13,2025-02-06 18:11:02,success
TXN0000158,CUST00142,online purchase,38601.44,2025-09-30 23:36:02,success
TXN0000159,CUST00142,transfer,28347.13,2024-12-05 11:09:02,success
TXN0000160,CUST00142,deposit,15309.11,2024-12-21 21:24:02,success
TXN0000161,CUST00142,online purchase,38777.32,2025-08-21 22:28:02,success
TXN0000162,CUST00142,online purchase,42832.49,2025-01-11 18:52:02,success
TXN0000163,CUST00142,deposit,5912.51,2025-03-24 20:43:02,success
TXN0000164,CUST00436,ATM withdrawal,31886.51,2025-09-28 23:35:02,success
TXN0000165,CUST00436,deposit,43600.8,2025-06-18 16:04:02,success
TXN0000166,CUST00436,online purchase,1935.39,2025-09-08 06:00:02,success
TXN0000167,CUST00436,deposit,37445.65,2024-11-18 00:21:02,success
TXN0000168,CUST00436,transfer,30028.81,2025-10-16 04:47:02,success
TXN0000169,CUST00436,withdrawal,43414.7,2025-10-20 20:03:02,success
TXN0000170,CUST00436,withdrawal,7007.18,2024-11-28 06:36:02,success
TXN0000171,CUST00436,withdrawal,27536.12,2025-06-27 22:20:02,success
TXN0000172,CUST00436,online fraud,86444.04,2024-12-06 01:11:02,failed
TXN0000173,CUST00436,online purchase,24874.9,2024-12-13 18:15:02,success
TXN0000174,CUST00436,online purchase,9891.99,2025-01-07 22:02:02,success
TXN0000175,CUST00436,withdrawal,20874.05,2025-07-17 21:20:02,success
TXN0000176,CUST00436,online fraud,156865.4,2025-04-12 02:13:02,failed
TXN0000177,CUST00436,ATM withdrawal,8688.84,2025-06-13 04:45:02,success
TXN0000178,CUST00436,transfer,2793.29,2024-12-13 19:53:02,success
TXN0000179,CUST00436,transfer,17546.33,2025-01-04 11:17:02,success
TXN0000180,CUST00436,online fraud,107858.66,2025-07-23 02:49:02,failed
TXN0000181,CUST00436,online purchase,18919.12,2025-01-28 23:13:02,failed
TXN0000182,CUST00436,ATM withdrawal,5865.55,2025-03-29 20:29:02,success
TXN0000183,CUST00436,ATM withdrawal,32039.89,2025-07-30 06:59:02,success
TXN0000184,CUST00436,transfer,29493.08,2025-07-03 05:56:02,success
TXN0000185,CUST00436,withdrawal,48106.69,2025-09-26 06:02:02,success
TXN0000186,CUST00436,withdrawal,26965.31,2025-04-03 12:48:02,success
TXN0000187,CUST00436,online fraud,95916.19,2025-07-17 11:29:02,failed
TXN0000188,CUST00436,transfer,24455.48,2025-02-16 07:20:02,success
TXN0000189,CUST00396,online fraud,64037.04,2025-07-07 15:26:02,failed
TXN0000190,CUST00396,ATM withdrawal,24850.18,2025-04-17 00:25:02,success
TXN0000191,CUST00396,deposit,2581.15,2025-08-24 21:22:02,success
TXN0000192,CUST00396,withdrawal,18820.62,2025-02-12 10:31:02,success
TXN0000193,CUST00396,online purchase,39655.67,2025-07-27 12:07:02,success
TXN0000194,CUST00396,ATM withdrawal,10229.6,2024-11-29 12:24:02,success
TXN0000195,CUST00396,withdrawal,11481.71,2025-03-22 00:15:02,success
TXN0000196,CUST00396,transfer,15242.72,2025-09-18 00:48:02,success
TXN0000197,CUST00396,withdrawal,31262.38,2025-10-20 02:24:02,success
TXN0000198,CUST00396,deposit,37972.15,2024-12-16 03:10:02,success
TXN0000199,CUST00396,online purchase,11620.08,2025-07-27 02:36:02,success
TXN0000200,CUST00396,transfer,38482.48,2025-08-15 06:04:02,success
TXN0000201,CUST00396,ATM withdrawal,49458.2,2024-11-11 15:34:02,success
TXN0000202,CUST00396,online purchase,4506.04,2025-06-08 13:41:02,success
TXN0000203,CUST00396,online purchase,5412.84,2025-07-14 17:15:02,success
TXN0000204,CUST00396,withdrawal,40812.36,2025-06-29 00:43:02,success
TXN0000205,CUST00396,transfer,138.85,2025-08-19 16:07:02,success
TXN0000206,CUST00396,ATM withdrawal,37683.19,2025-08-27 16:03:02,success
TXN0000207,CUST00396,transfer,24235.44,2025-07-26 14:42:02,failed
TXN0000208,CUST00396,online purchase,6107.29,2025-09-06 00:50:02,success
TXN0000209,CUST00396,online fraud,117929.96,2025-07-18 20:52:02,success
TXN0000210,CUST00396,ATM withdrawal,1741.41,2025-10-31 04:01:02,success
TXN0000211,CUST00396,ATM withdrawal,27120.71,2025-07-24 20:24:02,success
TXN0000212,CUST00396,withdrawal,35991.32,2025-05-29 23:50:02,success
TXN0000213,CUST00396,online fraud,74815.98,2025-03-07 13:11:02,failed
TXN0000214,CUST00023,online purchase,6610.38,2025-08-10 19:50:02,success
TXN0000215,CUST00023,ATM withdrawal,18548.81,2025-01-09 18:45:02,success
TXN0000216,CUST00023,deposit,12074.57,2025-02-26 18:12:02,success
TXN0000217,CUST00023,withdrawal,47891.37,2025-08-09 00:35:02,success
TXN0000218,CUST00023,online fraud,199897.96,2025-02-04 13:30:02,success
TXN0000219,CUST00023,deposit,24305.06,2025-01-21 18:22:02,success
TXN0000220,CUST00023,online fraud,161491.65,2024-11-23 10:37:02,failed
TXN0000221,CUST00023,online purchase,49497.68,2025-03-20 16:32:02,success
TXN0000222,CUST00023,withdrawal,37956.34,2025-05-18 18:49:02,success
TXN0000223,CUST00404,transfer,37020.81,2025-08-24 20:26:02,success
TXN0000224,CUST00404,transfer,4945.19,2025-02-27 14:10:02,success
TXN0000225,CUST00404,online purchase,7547.35,2025-04-05 00:47:02,success
TXN0000226,CUST00404,deposit,38163.08,2025-09-27 12:28:02,success
TXN0000227,CUST00404,online purchase,22693.92,2025-10-08 10:15:02,success
TXN0000228,CUST00404,online fraud,162058.71,2025-09-10 10:16:02,failed
TXN0000229,CUST00485,online purchase,43584.36,2024-11-27 05:06:02,failed
TXN0000230,CUST00485,ATM withdrawal,10964.18,2025-07-12 13:09:02,success
TXN0000231,CUST00485,deposit,31269.87,2025-03-12 07:02:02,success
TXN0000232,CUST00485,online purchase,2951.78,2025-03-10 23:43:02,failed
TXN0000233,CUST00485,ATM withdrawal,14392.74,2025-10-20 23:10:02,success
TXN0000234,CUST00485,deposit,45232.07,2025-05-18 18:53:02,success
TXN0000235,CUST00485,transfer,30252.29,2025-05-05 01:05:02,success
TXN0000236,CUST00485,transfer,17919.09,2025-11-07 16:09:02,success
TXN0000237,CUST00485,online purchase,47614.96,2025-05-16 20:17:02,success
TXN0000238,CUST00485,online fraud,173384.64,2025-06-11 10:19:02,failed
TXN0000239,CUST00485,online purchase,23869.47,2025-08-01 16:05:02,success
TXN0000240,CUST00485,online purchase,30830.17,2025-09-22 16:41:02,success
TXN0000241,CUST00485,withdrawal,29947.6,2025-05-17 20:43:02,success
TXN0000242,CUST00485,transfer,23818.16,2025-09-23 11:54:02,success
TXN0000243,CUST00485,online purchase,6975.86,2025-06-22 09:30:02,success
TXN0000244,CUST00485,online fraud,177132.41,2025-06-21 06:53:02,success
TXN0000245,CUST00485,transfer,5321.6,2025-08-12 07:48:02,success
TXN0000246,CUST00485,deposit,5196.27,2025-07-06 22:00:02,success
TXN0000247,CUST00485,deposit,9094.75,2025-06-07 05:39:02,success
TXN0000248,CUST00485,online fraud,147297.63,2024-11-11 12:38:02,failed
TXN0000249,CUST00485,ATM withdrawal,36390.76,2025-03-30 00:50:02,success
TXN0000250,CUST00485,withdrawal,48434.94,2025-08-25 04:50:02,success
TXN0000251,CUST00485,online fraud,162077.27,2025-05-02 10:01:02,failed
TXN0000252,CUST00485,withdrawal,47047.43,2024-12-29 12:21:02,success
TXN0000253,CUST00155,online fraud,61008.23,2025-03-07 14:15:02,failed
TXN0000254,CUST00155,transfer,1280.35,2025-03-30 16:35:02,success
TXN0000255,CUST00155,deposit,22355.84,2025-07-09 18:13:02,success
TXN0000256,CUST00155,online purchase,26035.19,2025-08-28 04:39:02,success
TXN0000257,CUST00155,transfer,5476.33,2025-06-10 23:57:02,success
TXN0000258,CUST00155,ATM withdrawal,43099.95,2025-06-04 13:31:02,success
TXN0000259,CUST00155,ATM withdrawal,11538.36,2025-02-17 13:54:02,success
TXN0000260,CUST00155,online fraud,110838.14,2025-07-23 01:19:02,success
TXN0000261,CUST00155,online fraud,193986.61,2025-05-28 00:24:02,failed
TXN0000262,CUST00155,ATM withdrawal,17142.35,2025-02-19 15:15:02,success
TXN0000263,CUST00155,online purchase,2195.59,2025-10-24 14:02:02,success
TXN0000264,CUST00141,withdrawal,47596.19,2025-06-02 20:48:02,success
TXN0000265,CUST00141,ATM withdrawal,13359.78,2025-08-31 16:17:02,success
TXN0000266,CUST00141,online purchase,44898.08,2025-03-31 05:17:02,failed
TXN0000267,CUST00141,online purchase,40363.38,2025-10-10 19:51:02,success
TXN0000268,CUST00141,transfer,22821.09,2025-04-13 09:33:02,success
TXN0000269,CUST00141,deposit,13484.67,2025-01-03 06:21:02,success
TXN0000270,CUST00141,online purchase,27867.75,2025-08-25 03:42:02,success
TXN0000271,CUST00141,deposit,26995.7,2025-01-16 14:01:02,success
TXN0000272,CUST00141,deposit,22362.08,2025-08-18 10:14:02,success
TXN0000273,CUST00141,ATM withdrawal,13414.49,2024-12-24 11:18:02,success
TXN0000274,CUST00141,withdrawal,4726.41,2025-11-07 18:06:02,success
TXN0000275,CUST00141,online purchase,43707.61,2024-11-21 05:32:02,success
TXN0000276,CUST00141,deposit,33382.08,2025-04-27 18:57:02,success
TXN0000277,CUST00141,online purchase,45755.6,2024-12-10 06:23:02,success
TXN0000278,CUST00141,online purchase,42884.24,2025-10-02 10:38:02,success
TXN0000279,CUST00141,ATM withdrawal,45145.5,2025-06-29 09:30:02,success
TXN0000280,CUST00141,withdrawal,14245.4,2025-03-04 01:08:02,success
TXN0000281,CUST00129,deposit,42541.97,2025-08-03 15:01:02,failed
TXN0000282,CUST00129,transfer,35887.86,2025-07-05 14:09:02,success
TXN0000283,CUST00129,online fraud,171430.69,2025-04-29 15:42:02,success
TXN0000284,CUST00129,deposit,10064.19,2025-07-09 20:45:02,success
TXN0000285,CUST00129,ATM withdrawal,34488.63,2025-06-02 22:28:02,success
TXN0000286,CUST00129,deposit,11541.06,2025-04-27 13:18:02,success
TXN0000287,CUST00129,withdrawal,21461.2,2025-09-18 19:51:02,success
TXN0000288,CUST00129,online fraud,61317.04,2024-12-02 06:09:02,failed
TXN0000289,CUST00129,transfer,7169.59,2025-04-26 03:33:02,success
TXN0000290,CUST00129,online fraud,160877.09,2025-04-21 09:43:02,failed
TXN0000291,CUST00129,online fraud,173949.98,2025-07-26 03:36:02,success
TXN0000292,CUST00129,deposit,13744.45,2024-12-21 01:28:02,success
TXN0000293,CUST00129,online purchase,15251.88,2025-07-23 22:14:02,success
TXN0000294,CUST00129,ATM withdrawal,429.73,2025-05-13 10:18:02,success
TXN0000295,CUST00129,online fraud,92957.34,2025-02-20 23:46:02,success
TXN0000296,CUST00129,deposit,3869.86,2025-09-06 17:51:02,success
TXN0000297,CUST00129,online purchase,45353.22,2025-04-02 18:29:02,success
TXN0000298,CUST00129,transfer,42874.48,2025-06-11 10:44:02,success
TXN0000299,CUST00129,online fraud,86517.06,2025-05-18 13:40:02,failed
TXN0000300,CUST00129,deposit,26260.36,2025-03-24 09:23:02,success
TXN0000301,CUST00129,online purchase,21221.89,2025-05-14 19:59:02,success
TXN0000302,CUST00129,online purchase,6879.71,2025-10-07 10:46:02,success
TXN0000303,CUST00015,online fraud,173578.35,2025-05-17 10:04:02,failed
TXN0000304,CUST00015,transfer,34140.72,2025-01-02 18:15:02,success
TXN0000305,CUST00015,online purchase,984.1,2025-06-23 06:53:02,success
TXN0000306,CUST00015,online purchase,15267.14,2025-10-14 22:06:02,success
TXN0000307,CUST00015,ATM withdrawal,8858.33,2025-08-26 00:37:02,success
TXN0000308,CUST00015,ATM withdrawal,29372.26,2025-06-30 09:04:02,failed
TXN0000309,CUST00015,deposit,15327.39,2025-11-04 04:40:02,success
TXN0000310,CUST00015,online purchase,6383.73,2025-03-22 03:00:02,success
TXN0000311,CUST00015,withdrawal,39752.99,2025-01-08 20:32:02,success
TXN0000312,CUST00015,deposit,224.7,2025-04-09 03:39:02,success
TXN0000313,CUST00160,online purchase,24145.66,2025-03-18 02:30:02,success
TXN0000314,CUST00160,withdrawal,7453.36,2024-12-22 03:38:02,success
TXN0000315,CUST00160,withdrawal,5106.58,2025-06-11 22:23:02,success
TXN0000316,CUST00160,ATM withdrawal,22097.78,2025-03-22 02:43:02,success
TXN0000317,CUST00160,withdrawal,34280.32,2024-12-16 04:39:02,success
TXN0000318,CUST00160,deposit,39910.7,2025-03-09 12:11:02,success
TXN0000319,CUST00160,online fraud,111768.33,2025-09-21 14:08:02,failed
TXN0000320,CUST00160,transfer,9765.75,2025-10-25 08:07:02,success
TXN0000321,CUST00160,online purchase,1845.12,2025-01-30 19:24:02,success
TXN0000322,CUST00160,ATM withdrawal,42056.5,2025-01-08 11:13:02,success
TXN0000323,CUST00160,deposit,14190.73,2025-10-17 20:35:02,success
TXN0000324,CUST00160,online purchase,42525.25,2025-10-26 00:41:02,success
TXN0000325,CUST00160,transfer,47152.73,2025-04-12 11:52:02,success
TXN0000326,CUST00160,deposit,31937.21,2025-07-04 21:59:02,success
TXN0000327,CUST00160,online fraud,51952.12,2025-03-19 15:11:02,failed
TXN0000328,CUST00160,deposit,42552.75,2025-08-03 16:18:02,success
TXN0000329,CUST00160,online purchase,6238.08,2025-09-23 19:43:02,success
TXN0000330,CUST00160,withdrawal,48212.23,2025-01-14 03:26:02,success
TXN0000331,CUST00160,transfer,306.85,2025-06-17 22:54:02,success
TXN0000332,CUST00160,online purchase,29299.22,2025-06-17 05:45:02,success
TXN0000333,CUST00160,online purchase,12535.77,2024-12-25 04:46:02,success
TXN0000334,CUST00160,withdrawal,10282.48,2025-06-11 09:16:02,success
TXN0000335,CUST00160,online fraud,160460.41,2025-10-04 13:17:02,failed
TXN0000336,CUST00160,online fraud,98748.88,2025-03-26 03:22:02,success
TXN0000337,CUST00160,online purchase,18438.32,2025-03-10 21:44:02,success
TXN0000338,CUST00160,ATM withdrawal,5288.1,2025-01-23 09:21:02,success
TXN0000339,CUST00160,transfer,49691.18,2025-09-28 00:35:02,failed
TXN0000340,CUST00160,transfer,5182.07,2024-11-13 11:47:02,success
TXN0000341,CUST00241,ATM withdrawal,37284.13,2024-12-03 04:40:02,success
TXN0000342,CUST00241,deposit,3097.88,2025-07-20 16:09:02,success
TXN0000343,CUST00241,withdrawal,37710.79,2025-05-06 16:42:02,success
TXN0000344,CUST00241,online fraud,137161.74,2025-09-06 19:54:02,success
TXN0000345,CUST00241,withdrawal,33090.28,2025-01-05 02:01:02,success
TXN0000346,CUST00241,ATM withdrawal,47588.34,2024-11-27 19:49:02,success
TXN0000347,CUST00241,ATM withdrawal,6311.72,2024-12-18 17:16:02,success
TXN0000348,CUST00241,online fraud,149180.89,2024-11-13 18:22:02,failed
TXN0000349,CUST00241,withdrawal,46898.16,2025-01-04 23:33:02,success
TXN0000350,CUST00241,deposit,39512.99,2025-05-08 16:56:02,success
TXN0000351,CUST00241,withdrawal,44287.82,2025-05-23 15:12:02,success
TXN0000352,CUST00241,deposit,11147.27,2025-09-22 12:06:02,success
TXN0000353,CUST00241,online purchase,43722.63,2025-04-28 08:38:02,success
TXN0000354,CUST00241,withdrawal,18496.73,2025-01-25 02:46:02,success
TXN0000355,CUST00241,online purchase,31488.79,2024-12-27 01:05:02,success
TXN0000356,CUST00241,withdrawal,367.0,2025-03-21 11:02:02,success
TXN0000357,CUST00241,ATM withdrawal,16185.48,2024-12-14 00:36:02,success
TXN0000358,CUST00241,online purchase,11531.37,2025-09-21 16:23:02,success
TXN0000359,CUST00241,online purchase,26357.58,2025-03-30 15:26:02,success
TXN0000360,CUST00241,online purchase,31117.87,2025-04-02 08:00:02,success
TXN0000361,CUST00241,ATM withdrawal,24729.17,2025-05-12 01:35:02,success
